                source_show                 |                similar_show                |       score        
 The Boys                                   | Titans                                     |  0.674364881838222
 The Boys                                   | Gotham                                     | 0.6738066684180378
 The Boys                                   | The Purge                                  | 0.6710300052569358
 The End of the F***ing World               | Pretty Little Liars                        | 0.7196942418805578
 The End of the F***ing World               | The Purge                                  |  0.718156678235791
 The End of the F***ing World               | Shameless                                  | 0.7037869425745883
 The End of the F***ing World               | Malcolm in the Middle                      | 0.7021102450713324
 The End of the F***ing World               | Fear the Walking Dead                      | 0.6951930765146481
 The Falcon and the Winter Soldier          | Hawkeye                                    | 0.6313683601468051
 The Falcon and the Winter Soldier          | Marvel's The Punisher                      | 0.6286204164061754
 The Falcon and the Winter Soldier          | Titans                                     | 0.6280810890963282
 The Falcon and the Winter Soldier          | Blindspot                                  | 0.6242358947749176
 The Falcon and the Winter Soldier          | The 100                                    | 0.6221646464458963
 The Flash                                  | The Umbrella Academy                       | 0.7039850469484927
 The Flash                                  | Arrow                                      | 0.6839444957829977
 The Flash                                  | Scorpion                                   | 0.6743725491757783
 The Flash                                  | Fringe                                     | 0.6714123208094109
 The Flash                                  | Titans                                     | 0.6714070740924228
 The Good Doctor                            | Grey's Anatomy                             | 0.6867842391612503
 The Good Doctor                            | House                                      | 0.6650870141197865
 The Good Doctor                            | 9-1-1                                      | 0.6367907645298756
 The Good Doctor                            | Bones                                      | 0.6291663347563186
 The Good Doctor                            | Shameless                                  | 0.6217359234787663
 The Handmaid's Tale                        | The Purge                                  | 0.6764835468559343
 The Handmaid's Tale                        | Fear the Walking Dead                      | 0.6739962631020449
 The Handmaid's Tale                        | Orange Is the New Black                    | 0.6700332692630565
 The Handmaid's Tale                        | Siren                                      |  0.669607712973123
 The Handmaid's Tale                        | House of Cards                             |  0.663627420129061
(500 rows)

